park_id,park_name,borough,category,water_pixel_count,water_total_area_m2,geometry_area_m2,processing_id,shape_id,point_name,point_id,unique_id,fid,source_id,feature_co,sub_featur,name,status,shape_area,shape_len,fid_2,acquisitio,acres,address,class,communityb,councildis,department,eapply,gisobjid,gispropnum,globalid,jurisdicti,location,mapped,name311,nys_assemb,nys_senate,objectid,omppropid,parentid,permit,permitdist,permitpare,pip_ratabl,precinct,retired,signname,subcategor,typecatego,url,us_congres,waterfront,zipcode,GIS_LOC_ID,UNIT_CODE,GROUP_CODE,UNIT_NAME,UNIT_TYPE,META_MIDF,LANDS_CODE,DATE_EDIT,GIS_NOTES,fid_3,UID,Name_2,Category,Label,Descriptio,Region,County,Source,Original,Updated,Acreage,Total_acre,MID,MasterArea,WebAreaID,created_us,created_da,last_edite,last_edi_1,GlobalID_2,boro_name
10.0,Sailors Snug Harbor Cemetery,Staten Island,water,0,0.0,1.860381016171288,10.0_water_Staten Island,21.0,21.0,21.0,10.0,43.0,16250000190.0,2500.0,250000.0,Sailors Snug Harbor Cemetery,Unchanged,274047.393352,2499.99411305,548.0,1943-05-26 00:00:00.0000000,9.200000000000001,,PARK,501.0,49.0,R-01,Allison Pond Park,100004382.0,R052,5F92F2D7-877C-4DB7-A95F-DB61B68D107A,DPR,"Prospect Ave., N Randall Ave. and Brentwood Ave.",True,Allison Pond Park,61.0,23.0,5827.0,R052,R-01,F,R-01,R-01,T,120.0,F,Allison Pond Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R052/,11.0,F,10301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
10.0,Sailors Snug Harbor Cemetery,Staten Island,water,0,0.0,87.13113250837951,10.0_water_Staten Island,22.0,22.0,22.0,10.0,43.0,16250000190.0,2500.0,250000.0,Sailors Snug Harbor Cemetery,Unchanged,274047.393352,2499.99411305,548.0,1943-05-26 00:00:00.0000000,9.200000000000001,,PARK,501.0,49.0,R-01,Allison Pond Park,100004382.0,R052,5F92F2D7-877C-4DB7-A95F-DB61B68D107A,DPR,"Prospect Ave., N Randall Ave. and Brentwood Ave.",True,Allison Pond Park,61.0,23.0,5827.0,R052,R-01,F,R-01,R-01,T,120.0,F,Allison Pond Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R052/,11.0,F,10301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
11.0,Lake Cemetery,Staten Island,water,0,0.0,0.162914381854474,11.0_water_Staten Island,23.0,23.0,23.0,11.0,44.0,16250001057.0,2500.0,250000.0,Lake Cemetery,Unchanged,93833.4150885,1522.77169278,280.0,1947-12-30 00:00:00.0000000,2.836,20 HOUSTON STREET,PARK,501.0,50.0,R-01,Markham Playground,100004986.0,R076,3483912E-D35D-47E7-8BEA-BC0140025A1A,DPR/DOE,"Willowbrook Pkwy., Forest Ave. to Houston St.",True,Markham Playground,61.0,24.0,5065.0,R076,R-01,T,R-01,R-01,T,120.0,F,Markham Playground,JOP,Jointly Operated Playground,http://www.nycgovparks.org/parks/R076/,11.0,F,10302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
11.0,Lake Cemetery,Staten Island,water,0,0.0,50.507599795358786,11.0_water_Staten Island,24.0,24.0,24.0,11.0,44.0,16250001057.0,2500.0,250000.0,Lake Cemetery,Unchanged,93833.4150885,1522.77169278,280.0,1947-12-30 00:00:00.0000000,2.836,20 HOUSTON STREET,PARK,501.0,50.0,R-01,Markham Playground,100004986.0,R076,3483912E-D35D-47E7-8BEA-BC0140025A1A,DPR/DOE,"Willowbrook Pkwy., Forest Ave. to Houston St.",True,Markham Playground,61.0,24.0,5065.0,R076,R-01,T,R-01,R-01,T,120.0,F,Markham Playground,JOP,Jointly Operated Playground,http://www.nycgovparks.org/parks/R076/,11.0,F,10302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
12.0,St. Andrew's Church Cemetery,Staten Island,water,0,0.0,17.545733765397085,12.0_water_Staten Island,25.0,25.0,25.0,12.0,49.0,17250000011.0,2500.0,250000.0,St. Andrew's Church Cemetery,Unchanged,78182.6304477,1127.80246291,1040.0,1928-07-26 00:00:00.0000000,760.79,1001 RICHMOND HILL ROAD,PARK,502503.0,,R-02,LaTourette Park & Golf Course,100005173.0,R013,ED70220C-95BB-4569-A622-BEA6F2EB5192,DPR,"Forest Hill & London Rds, Rockland Ave",True,LaTourette Park & Golf Course,6263.0,24.0,5051.0,R013,R-02,T,R-02,R-02,F,122.0,F,LaTourette Park & Golf Course,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/R013/,11.0,F,1030610314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
12.0,St. Andrew's Church Cemetery,Staten Island,water,0,0.0,136.50027733301346,12.0_water_Staten Island,26.0,26.0,26.0,12.0,49.0,17250000011.0,2500.0,250000.0,St. Andrew's Church Cemetery,Unchanged,78182.6304477,1127.80246291,1040.0,1928-07-26 00:00:00.0000000,760.79,1001 RICHMOND HILL ROAD,PARK,502503.0,,R-02,LaTourette Park & Golf Course,100005173.0,R013,ED70220C-95BB-4569-A622-BEA6F2EB5192,DPR,"Forest Hill & London Rds, Rockland Ave",True,LaTourette Park & Golf Course,6263.0,24.0,5051.0,R013,R-02,T,R-02,R-02,F,122.0,F,LaTourette Park & Golf Course,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/R013/,11.0,F,1030610314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
13.0,Moravian Cemetery,Staten Island,water,0,0.0,189.2107562448529,13.0_water_Staten Island,27.0,27.0,27.0,13.0,56.0,17250000095.0,2500.0,250000.0,Moravian Cemetery,Unchanged,4366470.41626,10568.7666695,1265.0,1965-05-24 00:00:00.0000000,94.1,132 ALTAMONT STREET,PARK,502.0,50.0,R-02,High Rock Park,100004808.0,R088,F92F99BD-A37C-4B40-89DD-0989C91D6F7C,DPR,"Richmond Pkwy., Manor Rd., Summit Ave., Rockland Ave., and Moravian Cemetary",True,High Rock Park,,24.0,69247.0,R088,R-02,F,R-02,R-02,F,122.0,F,High Rock Park,Flagship Park,Nature Area,http://www.nycgovparks.org/parks/R088/,11.0,F,1030410306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
13.0,Moravian Cemetery,Staten Island,water,0,0.0,30.289086888230116,13.0_water_Staten Island,28.0,28.0,28.0,13.0,56.0,17250000095.0,2500.0,250000.0,Moravian Cemetery,Unchanged,4366470.41626,10568.7666695,1265.0,1965-05-24 00:00:00.0000000,94.1,132 ALTAMONT STREET,PARK,502.0,50.0,R-02,High Rock Park,100004808.0,R088,F92F99BD-A37C-4B40-89DD-0989C91D6F7C,DPR,"Richmond Pkwy., Manor Rd., Summit Ave., Rockland Ave., and Moravian Cemetary",True,High Rock Park,,24.0,69247.0,R088,R-02,F,R-02,R-02,F,122.0,F,High Rock Park,Flagship Park,Nature Area,http://www.nycgovparks.org/parks/R088/,11.0,F,1030410306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
13.0,Moravian Cemetery,Staten Island,water,0,0.0,5.948881104261769,13.0_water_Staten Island,29.0,29.0,29.0,13.0,56.0,17250000095.0,2500.0,250000.0,Moravian Cemetery,Unchanged,4366470.41626,10568.7666695,1265.0,1965-05-24 00:00:00.0000000,94.1,132 ALTAMONT STREET,PARK,502.0,50.0,R-02,High Rock Park,100004808.0,R088,F92F99BD-A37C-4B40-89DD-0989C91D6F7C,DPR,"Richmond Pkwy., Manor Rd., Summit Ave., Rockland Ave., and Moravian Cemetary",True,High Rock Park,,24.0,69247.0,R088,R-02,F,R-02,R-02,F,122.0,F,High Rock Park,Flagship Park,Nature Area,http://www.nycgovparks.org/parks/R088/,11.0,F,1030410306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
49.0,Saint Marys Cemetery,Staten Island,water,0,0.0,13631.863598805972,49.0_water_Staten Island,70.0,70.0,70.0,49.0,29.0,16250000001.0,2500.0,250000.0,Saint Marys Cemetery,Unchanged,146828.659478,1534.48463211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
50.0,Reformed Church on Staten Island Cemetery,Staten Island,water,0,0.0,1103.3837209157716,50.0_water_Staten Island,71.0,71.0,71.0,50.0,30.0,16250000002.0,2500.0,250000.0,Reformed Church on Staten Island Cemetery,Unchanged,11884.6508376,441.752674543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
51.0,Saint Marys Cemetery,Staten Island,water,0,0.0,26615.47348155095,51.0_water_Staten Island,72.0,72.0,72.0,51.0,31.0,16250000015.0,2500.0,250000.0,Saint Marys Cemetery,Unchanged,286674.837324,2142.06264564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
52.0,Silver Mt-Silver Lake-Woodland-Marine Cemetery,Staten Island,water,0,0.0,118755.68907719657,52.0_water_Staten Island,73.0,73.0,73.0,52.0,32.0,16250000005.0,2500.0,250000.0,Silver Mt-Silver Lake-Woodland-Marine Cemetery,Updated,1279116.98866,5451.64616826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
53.0,Fairview Cemetery,Staten Island,water,0,0.0,36388.95579741113,53.0_water_Staten Island,74.0,74.0,74.0,53.0,33.0,16250000006.0,2500.0,250000.0,Fairview Cemetery,Unchanged,391949.658192,3164.04417531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
54.0,Staten Island-Fountain Cemetery,Staten Island,water,0,0.0,13432.548413892428,54.0_water_Staten Island,75.0,75.0,75.0,54.0,34.0,16250000008.0,2500.0,250000.0,Staten Island-Fountain Cemetery,Unchanged,144930.549375,2020.24897508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
55.0,Saint Peters Cemetery,Staten Island,water,0,0.0,31167.20177797656,55.0_water_Staten Island,76.0,76.0,76.0,55.0,35.0,16250000016.0,2500.0,250000.0,Saint Peters Cemetery,Unchanged,335703.43574,3026.50075123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
56.0,Merrill Cemetery,Staten Island,water,0,0.0,2183.9698036718214,56.0_water_Staten Island,77.0,77.0,77.0,56.0,36.0,16250000019.0,2500.0,250000.0,Merrill Cemetery,Unchanged,23524.0637128,727.900164442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
57.0,Saint Peters Cemetery,Staten Island,water,0,0.0,61154.85794105278,57.0_water_Staten Island,78.0,78.0,78.0,57.0,37.0,16250000009.0,2500.0,250000.0,Saint Peters Cemetery,Unchanged,676047.985223,4002.34066158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
58.0,Springville Cemetery,Staten Island,water,0,0.0,11439.014915414535,58.0_water_Staten Island,79.0,79.0,79.0,58.0,38.0,16250000012.0,2500.0,250000.0,Springville Cemetery,Unchanged,123212.673814,1962.86470665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
59.0,St. John's Lutheran Cemetery,Staten Island,water,0,0.0,1333.9855218451853,59.0_water_Staten Island,80.0,80.0,80.0,59.0,39.0,16250000014.0,2500.0,250000.0,St. John's Lutheran Cemetery,Unchanged,14368.4957127,769.596127558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
60.0,Reformed Church on Staten Island Cemetery,Staten Island,water,0,0.0,2411.6108705306756,60.0_water_Staten Island,81.0,81.0,81.0,60.0,40.0,16250000020.0,2500.0,250000.0,Reformed Church on Staten Island Cemetery,Unchanged,25975.6975699,980.669743456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
61.0,St. Mary's of the Assumption Church Cemetery,Staten Island,water,0,0.0,3627.2143136100794,61.0_water_Staten Island,82.0,82.0,82.0,61.0,41.0,16250000022.0,2500.0,250000.0,St. Mary's of the Assumption Church Cemetery,Unchanged,39526.6835271,783.556928454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
62.0,Baron Hirsch Cemetery,Staten Island,water,0,0.0,240015.69535349446,62.0_water_Staten Island,83.0,83.0,83.0,62.0,42.0,16250000030.000002,2500.0,250000.0,Baron Hirsch Cemetery,Unchanged,2585257.25427,9117.44653852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
63.0,Sailors Snug Harbor Cemetery,Staten Island,water,0,0.0,25354.00888363461,63.0_water_Staten Island,84.0,84.0,84.0,63.0,43.0,16250000190.0,2500.0,250000.0,Sailors Snug Harbor Cemetery,Unchanged,274047.393352,2499.99411305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
64.0,Lake Cemetery,Staten Island,water,0,0.0,8660.86950964419,64.0_water_Staten Island,85.0,85.0,85.0,64.0,44.0,16250001057.0,2500.0,250000.0,Lake Cemetery,Unchanged,93833.4150885,1522.77169278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
65.0,St. Luke's Cemetery,Staten Island,water,0,0.0,5733.618241604239,65.0_water_Staten Island,86.0,86.0,86.0,65.0,45.0,17250000002.0,2500.0,250000.0,St. Luke's Cemetery,Unchanged,61759.876124,1050.40103484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
66.0,Resurrection Cemetery,Staten Island,water,0,0.0,4547.715752294491,66.0_water_Staten Island,87.0,87.0,87.0,66.0,46.0,17250000022.0,2500.0,250000.0,Resurrection Cemetery,Unchanged,48986.2447654,902.533280368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
67.0,Resurrection Cemetery,Staten Island,water,0,0.0,93887.82989182412,67.0_water_Staten Island,88.0,88.0,88.0,67.0,47.0,17250000008.0,2500.0,250000.0,Resurrection Cemetery,Updated,1011320.88288,4655.14855238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
68.0,West Baptist Cemetery,Staten Island,water,0,0.0,2645.321551217567,68.0_water_Staten Island,89.0,89.0,89.0,68.0,48.0,17250000010.0,2500.0,250000.0,West Baptist Cemetery,Unchanged,28494.3994655,677.23368648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
69.0,St. Andrew's Church Cemetery,Staten Island,water,0,0.0,7104.402427623529,69.0_water_Staten Island,90.0,90.0,90.0,69.0,49.0,17250000011.0,2500.0,250000.0,St. Andrew's Church Cemetery,Unchanged,78182.6304477,1127.80246291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
70.0,Frederick Dougless Memorial Park-Oceanview Cemetery,Staten Island,water,0,0.0,368040.633045728,70.0_water_Staten Island,91.0,91.0,91.0,70.0,50.0,17250000016.0,2500.0,250000.0,Frederick Dougless Memorial Park-Oceanview Cemetery,Unchanged,3964257.85732,11632.5483095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
71.0,Woodrow United Methodist Church Cemetery,Staten Island,water,0,0.0,9617.774380091412,71.0_water_Staten Island,92.0,92.0,92.0,71.0,51.0,17250000017.0,2500.0,250000.0,Woodrow United Methodist Church Cemetery,Unchanged,103597.835774,1383.49294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
72.0,Resurrection Cemetery,Staten Island,water,0,0.0,228125.55281057066,72.0_water_Staten Island,93.0,93.0,93.0,72.0,52.0,17250000018.0,2500.0,250000.0,Resurrection Cemetery,Unchanged,2457276.1884,7663.65274761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
73.0,Rossville AME Zion Church Cemetery,Staten Island,water,0,0.0,5733.05532139747,73.0_water_Staten Island,94.0,94.0,94.0,73.0,53.0,17250000019.0,2500.0,250000.0,Rossville AME Zion Church Cemetery,Unchanged,61753.9649541,1504.98301408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
74.0,Bethel United Methodist Church Cemetery,Staten Island,water,0,0.0,31839.363385888802,74.0_water_Staten Island,95.0,95.0,95.0,74.0,54.0,17250000024.0,2500.0,250000.0,Bethel United Methodist Church Cemetery,Unchanged,342962.966774,3495.42849695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
75.0,St. Joseph's Cemetery,Staten Island,water,0,0.0,6945.4585428025275,75.0_water_Staten Island,96.0,96.0,96.0,75.0,55.0,17250000026.0,2500.0,250000.0,St. Joseph's Cemetery,Unchanged,74813.1934542,1177.86652731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
76.0,Moravian Cemetery,Staten Island,water,0,0.0,405160.753530474,76.0_water_Staten Island,97.0,97.0,97.0,76.0,56.0,17250000095.0,2500.0,250000.0,Moravian Cemetery,Unchanged,4366470.41626,10568.7666695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
77.0,Mt Richmond-United Hebrew Cemetery,Staten Island,water,0,0.0,383524.9953624189,77.0_water_Staten Island,98.0,98.0,98.0,77.0,57.0,17250000006.0,2500.0,250000.0,Mt Richmond-United Hebrew Cemetery,Updated,4131049.36836,10611.0300745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
