point_id,cluster_id,borough
554.0,0,Brooklyn
4428.0,0,Brooklyn
2068.0,0,Brooklyn
2069.0,0,Brooklyn
2070.0,0,Brooklyn
2071.0,0,Brooklyn
2072.0,0,Brooklyn
4357.0,1,Brooklyn
2061.0,1,Brooklyn
2062.0,1,Brooklyn
2063.0,1,Brooklyn
2064.0,1,Brooklyn
2065.0,1,Brooklyn
2066.0,1,Brooklyn
4125.0,1,Brooklyn
2067.0,2,Brooklyn
4126.0,2,Brooklyn
4130.0,3,
4131.0,4,Brooklyn
2074.0,4,Brooklyn
2075.0,4,Brooklyn
2073.0,5,Brooklyn
4429.0,6,Brooklyn
3413.0,7,Brooklyn
2076.0,8,Brooklyn
2077.0,8,Brooklyn
2078.0,8,Brooklyn
2079.0,8,Brooklyn
4132.0,9,Brooklyn
1461.0,10,Brooklyn
2080.0,11,Queens
4430.0,11,Queens
2081.0,12,Queens
9.0,13,Brooklyn
2663.0,13,Brooklyn
4354.0,14,Queens
3552.0,15,Brooklyn
2981.0,15,Brooklyn
2982.0,15,Brooklyn
519.0,15,Brooklyn
8.0,15,Brooklyn
1737.0,15,Brooklyn
1735.0,15,Brooklyn
1736.0,15,Brooklyn
1734.0,15,Brooklyn
3365.0,15,Brooklyn
631.0,15,Brooklyn
1945.0,15,Brooklyn
572.0,15,Brooklyn
3730.0,16,
4134.0,16,Queens
4135.0,17,Queens
3731.0,18,Brooklyn
971.0,19,Brooklyn
3403.0,20,Brooklyn
4136.0,21,Queens
3732.0,21,Brooklyn
3733.0,21,Brooklyn
3926.0,22,Manhattan
3927.0,22,Manhattan
3928.0,22,Manhattan
3929.0,22,Manhattan
3930.0,22,Manhattan
3931.0,22,Manhattan
3674.0,23,Manhattan
137.0,24,Manhattan
4121.0,25,Manhattan
4413.0,26,Manhattan
1710.0,26,Manhattan
1709.0,26,Manhattan
862.0,27,Manhattan
863.0,27,Manhattan
1179.0,28,Manhattan
1476.0,29,Manhattan
4029.0,30,Manhattan
745.0,31,Manhattan
1370.0,31,Manhattan
3698.0,31,Manhattan
1633.0,32,Manhattan
4041.0,33,Queens
1699.0,34,Queens
4310.0,35,Queens
4347.0,36,Queens
4040.0,37,Queens
4042.0,38,
3371.0,39,Brooklyn
7.0,39,Brooklyn
4355.0,40,
876.0,41,Staten Island
1847.0,42,Staten Island
896.0,43,Staten Island
897.0,43,Staten Island
901.0,43,Staten Island
874.0,43,Staten Island
875.0,43,Staten Island
877.0,43,Staten Island
878.0,43,Staten Island
879.0,43,Staten Island
880.0,43,Staten Island
881.0,43,Staten Island
882.0,43,Staten Island
883.0,43,Staten Island
884.0,43,Staten Island
885.0,43,Staten Island
886.0,43,Staten Island
887.0,43,Staten Island
891.0,43,Staten Island
892.0,43,Staten Island
893.0,43,Staten Island
894.0,43,Staten Island
895.0,43,Staten Island
888.0,44,Staten Island
2697.0,45,Staten Island
898.0,46,Staten Island
899.0,46,Staten Island
900.0,46,Staten Island
902.0,46,Staten Island
903.0,46,Staten Island
904.0,46,Staten Island
905.0,46,Staten Island
889.0,46,Staten Island
890.0,46,Staten Island
2698.0,47,Staten Island
3458.0,48,Staten Island
2699.0,49,Staten Island
91.0,50,Staten Island
1299.0,51,Staten Island
2700.0,52,Staten Island
906.0,53,Staten Island
