park_id,park_name,borough,category,medium_vegetation_pixel_count,medium_vegetation_total_area_m2,geometry_area_m2,processing_id,shape_id,point_name,point_id,unique_id,fid,source_id,feature_co,sub_featur,name,status,shape_area,shape_len,fid_2,acquisitio,acres,address,class,communityb,councildis,department,eapply,gisobjid,gispropnum,globalid,jurisdicti,location,mapped,name311,nys_assemb,nys_senate,objectid,omppropid,parentid,permit,permitdist,permitpare,pip_ratabl,precinct,retired,signname,subcategor,typecatego,url,us_congres,waterfront,zipcode,GIS_LOC_ID,UNIT_CODE,GROUP_CODE,UNIT_NAME,UNIT_TYPE,META_MIDF,LANDS_CODE,DATE_EDIT,GIS_NOTES,fid_3,UID,Name_2,Category,Label,Descriptio,Region,County,Source,Original,Updated,Acreage,Total_acre,MID,MasterArea,WebAreaID,created_us,created_da,last_edite,last_edi_1,GlobalID_2,boro_name
392.0,,Staten Island,medium_vegetation,26250,2187.5,172298.5844916129,392.0_medium_vegetation_Staten Island,857.0,857.0,857.0,392.0,,,,,,,,,279.0,1963-05-15 00:00:00.0000000,3.955,90 NORTH AVENUE,PARK,501.0,50.0,R-01,Northerleigh Park,100003750.0,R078,D9B7AAD0-A45A-4A65-956B-E9C9C123766F,DPR,Burnside Ave. to North Ave. at Shaw Pl. and Eldridge Ave.,True,Northerleigh Park,61.0,24.0,5066.0,R078,R-01,T,R-01,R-01,T,120.0,F,Northerleigh Park,Neighborhood Park,Neighborhood Park,http://www.nycgovparks.org/parks/R078/,11.0,F,10302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
393.0,,Staten Island,medium_vegetation,18754,1562.8333333333333,123018.16085163732,393.0_medium_vegetation_Staten Island,858.0,858.0,858.0,393.0,,,,,,,,,280.0,1947-12-30 00:00:00.0000000,2.836,20 HOUSTON STREET,PARK,501.0,50.0,R-01,Markham Playground,100004986.0,R076,3483912E-D35D-47E7-8BEA-BC0140025A1A,DPR/DOE,"Willowbrook Pkwy., Forest Ave. to Houston St.",True,Markham Playground,61.0,24.0,5065.0,R076,R-01,T,R-01,R-01,T,120.0,F,Markham Playground,JOP,Jointly Operated Playground,http://www.nycgovparks.org/parks/R076/,11.0,F,10302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,6595,549.5833333333333,66923.07157619442,408.0_medium_vegetation_Staten Island,874.0,874.0,874.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1019,84.91666666666666,22273.352441295778,408.0_medium_vegetation_Staten Island,875.0,875.0,875.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,0,0.0,1535.3000700653251,408.0_medium_vegetation_Staten Island,876.0,876.0,876.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,369,30.75,2025.655987385971,408.0_medium_vegetation_Staten Island,877.0,877.0,877.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,2106,175.5,19796.103715623576,408.0_medium_vegetation_Staten Island,878.0,878.0,878.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1745,145.41666666666666,3613.612706455986,408.0_medium_vegetation_Staten Island,879.0,879.0,879.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,2170,180.83333333333331,26230.720899236378,408.0_medium_vegetation_Staten Island,880.0,880.0,880.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1131,94.25,19525.191882677605,408.0_medium_vegetation_Staten Island,881.0,881.0,881.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,3448,287.3333333333333,10645.014022640917,408.0_medium_vegetation_Staten Island,882.0,882.0,882.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,647,53.916666666666664,54826.747266889004,408.0_medium_vegetation_Staten Island,883.0,883.0,883.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,994,82.83333333333333,11900.93103976119,408.0_medium_vegetation_Staten Island,884.0,884.0,884.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,22,1.8333333333333333,3322.5772734981256,408.0_medium_vegetation_Staten Island,885.0,885.0,885.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,75,6.25,2975.7117304958083,408.0_medium_vegetation_Staten Island,886.0,886.0,886.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,47,3.9166666666666665,7233.822403475669,408.0_medium_vegetation_Staten Island,887.0,887.0,887.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,49805,4150.416666666666,211692.7328806906,408.0_medium_vegetation_Staten Island,888.0,888.0,888.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,2677,223.08333333333331,27424.350826199043,408.0_medium_vegetation_Staten Island,889.0,889.0,889.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1795,149.58333333333331,14794.066925336385,408.0_medium_vegetation_Staten Island,890.0,890.0,890.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,2652,221.0,47814.22331040199,408.0_medium_vegetation_Staten Island,891.0,891.0,891.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,872,72.66666666666666,42227.48537367688,408.0_medium_vegetation_Staten Island,892.0,892.0,892.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,2541,211.75,23133.488833166484,408.0_medium_vegetation_Staten Island,893.0,893.0,893.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1495,124.58333333333333,20705.5132918995,408.0_medium_vegetation_Staten Island,894.0,894.0,894.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,7217,601.4166666666666,111622.82501271022,408.0_medium_vegetation_Staten Island,895.0,895.0,895.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1851,154.25,65110.68441911971,408.0_medium_vegetation_Staten Island,896.0,896.0,896.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,7989,665.75,135726.39060711174,408.0_medium_vegetation_Staten Island,897.0,897.0,897.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,1316,109.66666666666666,4613.162634087477,408.0_medium_vegetation_Staten Island,898.0,898.0,898.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,354,29.5,9494.802138861323,408.0_medium_vegetation_Staten Island,899.0,899.0,899.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,0,0.0,7718.098413437194,408.0_medium_vegetation_Staten Island,900.0,900.0,900.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,311210,25934.166666666664,7817779.427516375,408.0_medium_vegetation_Staten Island,901.0,901.0,901.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,5791,482.5833333333333,47216.70750375756,408.0_medium_vegetation_Staten Island,902.0,902.0,902.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,2306,192.16666666666666,6653.558648054295,408.0_medium_vegetation_Staten Island,903.0,903.0,903.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,154612,12884.333333333332,2144440.931026279,408.0_medium_vegetation_Staten Island,904.0,904.0,904.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,5480,456.66666666666663,52176.89895248534,408.0_medium_vegetation_Staten Island,905.0,905.0,905.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
408.0,,Staten Island,medium_vegetation,104212,8684.333333333332,1056998.5798419677,408.0_medium_vegetation_Staten Island,906.0,906.0,906.0,408.0,,,,,,,,,295.0,1929-10-25 00:00:00.0000000,332.951,,PARK,503.0,5051.0,R-03,Great Kills Park,100005145.0,R016,27A1A672-41C6-4856-A261-A2F62256CD4A,DPR,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",True,Great Kills Park,64.0,24.0,6092.0,R016,R-03,T,R-03,R-03,F,122.0,F,Great Kills Park,Large Park,Nature Area,http://www.nycgovparks.org/parks/R016/,11.0,T,10306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
413.0,,Staten Island,medium_vegetation,17803,1483.5833333333333,99700.69471478774,413.0_medium_vegetation_Staten Island,911.0,911.0,911.0,413.0,,,,,,,,,300.0,1937-12-14 00:00:00.0000000,2.288,,PARK,503.0,51.0,R-03,Harris Brothers Park,100004294.0,R053,07F7436F-D75C-44AC-9703-49403AD43097,DPR,"Foste Rd., Carlton Ave., Drumgoole Rd. W.",False,Harris Brothers Park,62.0,24.0,6040.0,R053,R-03,T,R-03,R-03,T,123.0,F,Harris Brothers Park,Neighborhood Plgd,Neighborhood Park,http://www.nycgovparks.org/parks/R053/,11.0,F,10309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
421.0,,Staten Island,medium_vegetation,6606,550.5,131184.53272199212,421.0_medium_vegetation_Staten Island,919.0,919.0,919.0,421.0,,,,,,,,,308.0,1957-06-27 00:00:00.0000000,3.014,110 CONTINENTAL PLACE,PARK,501.0,49.0,R-01,Grandview Playground (The Big Park),100004652.0,R068,0B3306BE-7D3F-437C-9A98-A4B67AF177F9,DPR/NYCHA,"Grandview Ave., at Continental Pl.",True,The Big Park,63.0,23.0,6399.0,R068,R-01,T,R-01,R-01,T,120.0,F,The Big Park,Neighborhood Plgd,Neighborhood Park,http://www.nycgovparks.org/parks/R068/,11.0,F,10303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
462.0,,Staten Island,medium_vegetation,11650,970.8333333333333,40552.747051720835,462.0_medium_vegetation_Staten Island,961.0,961.0,961.0,462.0,,,,,,,,,349.0,1995-04-04 00:00:00.0000000,0.96,1684 RICHMOND TERRACE,PARK,501.0,49.0,R-01,Richmond Terrace Storehouse,100004005.0,R134,B775B0B1-F026-469B-A7F4-FD038C1AC907,DPR,Richmond Ter. bet. Alaska St. and Taylor St.,False,Richmond Terrace Storehouse,61.0,23.0,5395.0,R134,R-01,F,R-01,R-01,F,120.0,F,Richmond Terrace Storehouse,Facility,Undeveloped,http://www.nycgovparks.org/parks/R134/,11.0,F,10310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island
