shape_id,borough,total_vegetation_pixels,total_vegetation_area_m2,shape_geometry_area_m2,park_name,park_id,vegetation_categories_present
3559,Manhattan,3419.0,3419.0,66106.69678619817,,2048.0,low_vegetation
3560,Manhattan,240.0,240.0,30396.406927442928,,2049.0,low_vegetation
3561,Manhattan,2058.0,2058.0,30336.943413988745,,2050.0,low_vegetation
3562,Manhattan,1249.0,1249.0,61723.70266029421,,2051.0,low_vegetation
3563,Manhattan,113501.0,113501.0,988927.2170625211,,2052.0,low_vegetation
3564,Manhattan,1951.0,1951.0,94287.55411429878,,2056.0,low_vegetation
3565,Manhattan,223.0,223.0,26531.97971138696,,2056.0,low_vegetation
3566,Manhattan,9150.0,9150.0,67999.72233869096,,2057.0,low_vegetation
3567,Manhattan,659.0,659.0,27993.60572405779,,2058.0,low_vegetation
3568,Manhattan,7414.0,7414.0,88664.94723834819,,2062.0,low_vegetation
3569,Manhattan,6604.0,6604.0,87251.94110759991,,2062.0,low_vegetation
3570,Manhattan,525.0,525.0,3451.088584825781,,2063.0,low_vegetation
3571,Manhattan,297.0,297.0,4132.171934795195,,2064.0,low_vegetation
3572,Manhattan,1052.0,1052.0,11738.579783323725,,2065.0,low_vegetation
3573,Manhattan,14763.0,14763.0,291980.88523317047,,2066.0,low_vegetation
3574,Manhattan,1776.0,1776.0,72630.54937890882,,2067.0,low_vegetation
3575,Manhattan,2202.0,2202.0,10079.22396353818,,2073.0,low_vegetation
3576,Manhattan,944.0,944.0,56353.225448951765,,2074.0,low_vegetation
3577,Manhattan,14.0,14.0,31273.05978369816,,2075.0,low_vegetation
3578,Manhattan,739.0,739.0,47612.35647242785,,2080.0,low_vegetation
3579,Manhattan,965.0,965.0,17931.59835034142,,2081.0,low_vegetation
3580,Manhattan,588.0,588.0,58979.99809067091,,2082.0,low_vegetation
3581,Manhattan,3428.0,3428.0,104995.70704936134,,2083.0,low_vegetation
3582,Manhattan,1449.0,1449.0,72977.64519767056,,2083.0,low_vegetation
3583,Manhattan,6828.0,6828.0,164750.1885199587,,2083.0,low_vegetation
3584,Manhattan,2876.0,2876.0,69061.46318904585,,2086.0,low_vegetation
3585,Manhattan,2309.0,2309.0,45631.20085190484,,2088.0,low_vegetation
3586,Manhattan,369.0,369.0,20558.73205779742,,2089.0,low_vegetation
3587,Manhattan,998.0,998.0,13604.581615417988,,2092.0,low_vegetation
3588,Manhattan,986.0,986.0,69362.48079711806,,2093.0,low_vegetation
3589,Manhattan,138.0,138.0,26949.016496134547,,2095.0,low_vegetation
3590,Manhattan,517.0,517.0,1357.6064956859934,,2096.0,low_vegetation
3591,Manhattan,1038.0,1038.0,20281.91214983911,,2097.0,low_vegetation
3592,Manhattan,21910.0,21910.0,263206.9122230615,,2097.0,low_vegetation
3593,Manhattan,1048.0,1048.0,28122.54219784563,,2099.0,low_vegetation
3594,Manhattan,3046.0,3046.0,21677.68209073737,,2100.0,low_vegetation
3595,Manhattan,213.0,213.0,3924.521582603561,,2100.0,low_vegetation
3596,Manhattan,4930.0,4930.0,134464.38647385896,,2101.0,low_vegetation
3597,Manhattan,860.0,860.0,49763.42070809413,,2101.0,low_vegetation
3598,Manhattan,1608.0,1608.0,26844.222635048696,,2102.0,low_vegetation
3599,Manhattan,425.0,425.0,25754.79736106616,,2102.0,low_vegetation
3600,Manhattan,1096.0,1096.0,18349.739491834986,,2103.0,low_vegetation
3601,Manhattan,31.0,31.0,1646.8052379185958,,2104.0,low_vegetation
3602,Manhattan,96.0,96.0,9813.91717317678,,2105.0,low_vegetation
3603,Manhattan,243.0,243.0,2510.419526451238,,2106.0,low_vegetation
3604,Manhattan,3362.0,3362.0,33218.05252086342,,2107.0,low_vegetation
3605,Manhattan,81.0,81.0,6255.9677365560365,,2108.0,low_vegetation
3606,Manhattan,26.0,26.0,7609.776667926795,,2110.0,low_vegetation
3607,Manhattan,1600.0,1600.0,119559.72112404216,,2124.0,low_vegetation
3608,Manhattan,181.0,181.0,19988.80791637894,,2125.0,low_vegetation
3609,Manhattan,1280.0,1280.0,29998.95678175377,,2127.0,low_vegetation
3610,Manhattan,659.0,659.0,21049.71989308177,,2128.0,low_vegetation
3611,Manhattan,4757.0,4757.0,29961.27083218096,,2129.0,low_vegetation
3612,Manhattan,180.0,180.0,12439.31411808575,,2131.0,low_vegetation
3613,Manhattan,75.0,75.0,2154.6624938339587,,2131.0,low_vegetation
3614,Manhattan,49429.0,49429.0,674714.101796924,,2136.0,low_vegetation
3615,Manhattan,40288.0,40288.0,3133455.030067023,,2143.0,low_vegetation
3616,Manhattan,15065.0,15065.0,526915.5278315538,,,low_vegetation
3617,Manhattan,0.0,0.0,3779.7511364213447,,,low_vegetation
3618,Manhattan,10109.0,10109.0,939480.594532042,,,low_vegetation
3619,Manhattan,0.0,0.0,3212.7877218265508,,,low_vegetation
3620,Manhattan,541.0,541.0,21235.728809227265,,,low_vegetation
3621,Manhattan,453.0,453.0,5933.535359882309,,,low_vegetation
3622,Manhattan,816.0,816.0,22265.2097888662,,,low_vegetation
3623,Manhattan,191.0,191.0,19353.48873631221,,,low_vegetation
3624,Manhattan,14112.0,14112.0,944730.4203134832,,,low_vegetation
3625,Manhattan,0.0,0.0,21776.27469673924,,,low_vegetation
3626,Manhattan,281.0,281.0,46094.15213594456,,,low_vegetation
3627,Manhattan,193.0,193.0,14982.113088065602,,,low_vegetation
3628,Manhattan,54321.0,54321.0,1183768.415803293,,,low_vegetation
3629,Manhattan,175155.0,175155.0,4391802.117721564,,,low_vegetation
3630,Manhattan,2291.0,2291.0,73019.34265361557,,,low_vegetation
3631,Manhattan,10810.0,10810.0,182932.9446372577,,,low_vegetation
3632,Bronx,484.0,484.0,2372.436823645149,St Raymond Cemetery,5.0,low_vegetation
3633,Bronx,2.0,2.0,106.08224149901037,St Raymond New Cemetery,6.0,low_vegetation
3634,Bronx,588.0,588.0,6722.776910753108,St Raymond New Cemetery,6.0,low_vegetation
3635,Bronx,23741.0,23741.0,1482164.2142156432,St Raymond Cemetery,40.0,low_vegetation
3636,Bronx,12908.0,12908.0,498117.0519085178,St Raymond Cemetery,41.0,low_vegetation
3637,Bronx,12862.0,12862.0,1078661.3627102852,St Raymond Cemetery,42.0,low_vegetation
3638,Bronx,43772.0,43772.0,4824664.136375562,St Raymond New Cemetery,43.0,low_vegetation
3639,Bronx,16871.0,16871.0,181466.8236593321,Ferris Family Cemetery,44.0,low_vegetation
3640,Bronx,5760.0,5760.0,115986.64399531666,Pelham Cemetery,45.0,low_vegetation
3641,Bronx,610255.0,610255.0,17046689.397025723,Woodlawn Cemetery,46.0,low_vegetation
3642,Bronx,1286.0,1286.0,28607.79551586298,Mount Saint Vincent Cemetery,47.0,low_vegetation
3643,Bronx,604.0,604.0,15423.452535257762,St Raymond Cemetery,48.0,low_vegetation
3644,Bronx,2230.0,2230.0,147344.22107054503,,126.0,low_vegetation
3645,Bronx,398.0,398.0,1693.9762665082944,,143.0,low_vegetation
3646,Bronx,23388.0,23388.0,654732.3607025516,,162.0,low_vegetation
3647,Bronx,828.0,828.0,36078.53261103445,,163.0,low_vegetation
3648,Bronx,345.0,345.0,4693.042931052133,,175.0,low_vegetation
3649,Bronx,50.0,50.0,4892.819293497808,,176.0,low_vegetation
3650,Bronx,1218.0,1218.0,8015.307243982963,,188.0,low_vegetation
3651,Bronx,42.0,42.0,5018.007291807108,,205.0,low_vegetation
3652,Bronx,239.0,239.0,13208.001007341723,,205.0,low_vegetation
3653,Bronx,1793.0,1793.0,19534.90531898623,,206.0,low_vegetation
3654,Bronx,1079.0,1079.0,58330.34383356768,,207.0,low_vegetation
3655,Bronx,185.0,185.0,1378.4162800159536,,255.0,low_vegetation
3656,Bronx,64.0,64.0,852.3178214085929,,256.0,low_vegetation
3657,Bronx,4102.0,4102.0,46863.22718533523,,269.0,low_vegetation
3658,Bronx,123.0,123.0,3090.412545770971,,270.0,low_vegetation
3659,Bronx,2765.0,2765.0,18353.274664694152,,280.0,low_vegetation
3660,Bronx,40162.0,40162.0,343357.0789095763,,284.0,low_vegetation
3661,Bronx,19295.0,19295.0,209126.0104202948,,288.0,low_vegetation
3662,Bronx,17103.0,17103.0,170504.437534595,,288.0,low_vegetation
3663,Bronx,681.0,681.0,14824.976595158045,,290.0,low_vegetation
3664,Bronx,1153.0,1153.0,18303.898030073487,,291.0,low_vegetation
3665,Bronx,482.0,482.0,29713.446509307512,,292.0,low_vegetation
3666,Bronx,782.0,782.0,1604.8770894456875,,294.0,low_vegetation
3667,Bronx,260.0,260.0,1252.689202757896,,295.0,low_vegetation
3668,Bronx,0.0,0.0,739.4398192654187,,296.0,low_vegetation
3669,Bronx,1498.0,1498.0,6654.3187818374445,,297.0,low_vegetation
3670,Bronx,1969.0,1969.0,637345.1151012382,,298.0,low_vegetation
3671,Bronx,179.0,179.0,3482.585225278251,,299.0,low_vegetation
3672,Bronx,611.0,611.0,3999.49560149203,,301.0,low_vegetation
3673,Bronx,63.0,63.0,1604.674266764987,,304.0,low_vegetation
3674,Bronx,1414.0,1414.0,9292.991848857186,,305.0,low_vegetation
3675,Bronx,87.0,87.0,20093.09785623868,,306.0,low_vegetation
3676,Bronx,476.0,476.0,9077.84050439072,,338.0,low_vegetation
3677,Bronx,21.0,21.0,239.0241800047796,,343.0,low_vegetation
3678,Bronx,30.0,30.0,112.06398373943792,,343.0,low_vegetation
3679,Bronx,0.0,0.0,1500.9311370721148,,360.0,low_vegetation
3680,Bronx,202.0,202.0,8188.958914707415,,361.0,low_vegetation
3681,Bronx,764.0,764.0,19680.5279553258,,362.0,low_vegetation
3682,Bronx,1427.0,1427.0,6123.034115513909,,369.0,low_vegetation
3683,Bronx,54.0,54.0,5333.195867438811,,370.0,low_vegetation
3684,Bronx,793.0,793.0,4800.989967814579,,371.0,low_vegetation
3685,Bronx,1795.0,1795.0,21316.278539492178,,372.0,low_vegetation
3686,Bronx,6641.0,6641.0,88856.6331253882,,375.0,low_vegetation
3687,Bronx,1091.0,1091.0,42537.58364392664,,376.0,low_vegetation
3688,Bronx,285.0,285.0,57170.02346650686,,380.0,low_vegetation
3689,Bronx,467.0,467.0,4279.724725244595,,381.0,low_vegetation
3690,Bronx,18024.0,18024.0,195717.11262180592,,382.0,low_vegetation
3691,Bronx,919.0,919.0,7395.022705794399,,383.0,low_vegetation
3692,Bronx,357.0,357.0,4254.259998369794,,383.0,low_vegetation
3693,Bronx,273.0,273.0,22519.756115019205,,384.0,low_vegetation
3694,Bronx,679.0,679.0,28665.509961267304,,384.0,low_vegetation
3695,Bronx,283.0,283.0,18598.482903641205,,384.0,low_vegetation
3696,Bronx,28.0,28.0,1699.3750828986551,,389.0,low_vegetation
3697,Bronx,751.0,751.0,40376.63843018157,,390.0,low_vegetation
3698,Bronx,282.0,282.0,5389.603039736165,,391.0,low_vegetation
3699,Bronx,2178.0,2178.0,62652.02411874238,,400.0,low_vegetation
3700,Bronx,1298.0,1298.0,14447.987731788617,,401.0,low_vegetation
3701,Bronx,665.0,665.0,41760.83518029901,,403.0,low_vegetation
3702,Bronx,26429.0,26429.0,269755.11821576697,,405.0,low_vegetation
3703,Bronx,1028.0,1028.0,29409.60635721207,,406.0,low_vegetation
3704,Bronx,127.0,127.0,1511.185065899916,,407.0,low_vegetation
3705,Bronx,233.0,233.0,1398.247821886907,,412.0,low_vegetation
3706,Bronx,81.0,81.0,4385.818675914624,,415.0,low_vegetation
3707,Bronx,4459.0,4459.0,11600.72822426396,,416.0,low_vegetation
3708,Bronx,113.0,113.0,3581.2620987640403,,417.0,low_vegetation
3709,Bronx,873.0,873.0,32299.77482745137,,418.0,low_vegetation
3710,Bronx,2584.0,2584.0,53773.204066052254,,419.0,low_vegetation
3711,Bronx,2658.0,2658.0,84979.2316646002,,420.0,low_vegetation
3712,Bronx,2822.0,2822.0,19117.785242788512,,422.0,low_vegetation
3713,Bronx,2801.0,2801.0,39160.77963039724,,423.0,low_vegetation
3714,Bronx,4018.0,4018.0,101979.1259822227,,424.0,low_vegetation
3715,Bronx,580.0,580.0,5752.512409697043,,425.0,low_vegetation
3716,Bronx,719.0,719.0,32946.831981456606,,430.0,low_vegetation
3717,Bronx,104.0,104.0,17515.554504746306,,431.0,low_vegetation
3718,Bronx,2352.0,2352.0,41265.131068656905,,433.0,low_vegetation
3719,Bronx,496.0,496.0,39186.201384778455,,452.0,low_vegetation
3720,Bronx,2659.0,2659.0,19271.29540581437,,458.0,low_vegetation
3721,Bronx,0.0,0.0,216.99176150702644,,470.0,low_vegetation
3722,Bronx,10989.0,10989.0,506775.8568968856,,488.0,low_vegetation
3723,Bronx,1408.0,1408.0,31888.4009544492,,490.0,low_vegetation
3724,Bronx,16441.0,16441.0,449627.6158675567,,497.0,low_vegetation
3725,Bronx,2457.0,2457.0,144204.61617305665,,503.0,low_vegetation
3726,Bronx,995.0,995.0,7444.83393782178,,504.0,low_vegetation
3727,Bronx,1385.0,1385.0,139994.58030433222,,510.0,low_vegetation
3728,Bronx,742.0,742.0,14153.42785780505,,536.0,low_vegetation
3729,Bronx,914.0,914.0,30828.7474320418,,559.0,low_vegetation
3730,Bronx,188.0,188.0,84881.89176422938,,561.0,low_vegetation
3731,Bronx,1848.0,1848.0,9255.15636689972,,565.0,low_vegetation
3732,Bronx,17.0,17.0,151.50625044952574,,566.0,low_vegetation
3733,Bronx,20.0,20.0,151.55307277799233,,566.0,low_vegetation
3734,Bronx,92.0,92.0,2086.741348909285,,567.0,low_vegetation
3735,Bronx,67.0,67.0,4621.666863926141,,569.0,low_vegetation
3736,Bronx,2590.0,2590.0,56443.77964209912,,577.0,low_vegetation
3737,Bronx,486.0,486.0,62093.501190635165,,582.0,low_vegetation
3738,Bronx,719.0,719.0,2069.937439663147,,590.0,low_vegetation
3739,Bronx,2443.0,2443.0,8402.725003051768,,591.0,low_vegetation
3740,Bronx,2807.0,2807.0,96730.32129186706,,599.0,low_vegetation
3741,Bronx,837.0,837.0,5320.377523801156,,637.0,low_vegetation
3742,Bronx,51.0,51.0,304.3230551495175,,638.0,low_vegetation
3743,Bronx,110.0,110.0,1153.5755159352443,,639.0,low_vegetation
3744,Bronx,230.0,230.0,875.7449079310506,,640.0,low_vegetation
3745,Bronx,244.0,244.0,2238.766394027875,,641.0,low_vegetation
3746,Bronx,3844.0,3844.0,54363.69984802388,,642.0,low_vegetation
3747,Bronx,2847.0,2847.0,16769.63071687354,,643.0,low_vegetation
3748,Bronx,3618.0,3618.0,337054.6476650865,,644.0,low_vegetation
3749,Bronx,2098.0,2098.0,29482.64220047249,,645.0,low_vegetation
3750,Bronx,313.0,313.0,1546.4854164556964,,646.0,low_vegetation
3751,Bronx,39.0,39.0,741.9092127923129,,647.0,low_vegetation
3752,Bronx,9544.0,9544.0,147353.9974272754,,674.0,low_vegetation
3753,Bronx,142.0,142.0,7302.308550840828,,676.0,low_vegetation
3754,Bronx,7.0,7.0,3236.2690883227087,,677.0,low_vegetation
3755,Bronx,22.0,22.0,14031.966026771552,,677.0,low_vegetation
3756,Bronx,107472.0,107472.0,440242.8963883323,,679.0,low_vegetation
3757,Bronx,302.0,302.0,44908.67491827651,,682.0,low_vegetation
3758,Bronx,168.0,168.0,5088.8335788183385,,687.0,low_vegetation
3759,Bronx,864.0,864.0,58960.86012200448,,700.0,low_vegetation
3760,Bronx,2972.0,2972.0,115697.75263243646,,718.0,low_vegetation
3761,Bronx,5373.0,5373.0,47504.30344990468,,722.0,low_vegetation
3762,Bronx,15213.0,15213.0,208467.9430153729,,730.0,low_vegetation
3763,Bronx,9669.0,9669.0,165001.03543049062,,730.0,low_vegetation
3764,Bronx,1894.0,1894.0,7919.106347817809,,734.0,low_vegetation
3765,Bronx,7070.0,7070.0,184876.07080291063,,735.0,low_vegetation
3766,Bronx,0.0,0.0,0.0163569786179746,,735.0,low_vegetation
3767,Bronx,205.0,205.0,1209.9424097783665,,737.0,low_vegetation
3768,Bronx,618.0,618.0,7480.859462597254,,738.0,low_vegetation
3769,Bronx,62.0,62.0,1578.2748173819691,,741.0,low_vegetation
3770,Bronx,2055.0,2055.0,15412.019489522856,,745.0,low_vegetation
3771,Bronx,529.0,529.0,55774.77525300111,,752.0,low_vegetation
3772,Bronx,671.0,671.0,14624.278643743111,,757.0,low_vegetation
3773,Bronx,145.0,145.0,592.6304914626196,,766.0,low_vegetation
3774,Bronx,109.0,109.0,4338.504825258437,,774.0,low_vegetation
3775,Bronx,1465.0,1465.0,19990.82391398062,,774.0,low_vegetation
3776,Bronx,115.0,115.0,4567.578171731022,,774.0,low_vegetation
3777,Bronx,35.0,35.0,3966.973534268775,,774.0,low_vegetation
3778,Bronx,0.0,0.0,1658.970208896469,,774.0,low_vegetation
3779,Bronx,176.0,176.0,1885.3923730542388,,774.0,low_vegetation
3780,Bronx,2175.0,2175.0,16132.933229614133,,774.0,low_vegetation
3781,Bronx,394.0,394.0,23387.343283157905,,774.0,low_vegetation
3782,Bronx,1394.0,1394.0,8009.365543570809,,774.0,low_vegetation
3783,Bronx,447.0,447.0,2946.8703461830924,,774.0,low_vegetation
3784,Bronx,426.0,426.0,13942.22487791222,,774.0,low_vegetation
3785,Bronx,580.0,580.0,21220.11129342219,,774.0,low_vegetation
3786,Bronx,0.0,0.0,712.7491740762553,,774.0,low_vegetation
3787,Bronx,1035.0,1035.0,14186.617027565771,,774.0,low_vegetation
3788,Bronx,548.0,548.0,21366.35515884358,,774.0,low_vegetation
3789,Bronx,0.0,0.0,0.0239007806739111,,774.0,low_vegetation
3790,Bronx,94.0,94.0,4443.082518029871,,774.0,low_vegetation
3791,Bronx,5907.0,5907.0,24890.80741579796,,774.0,low_vegetation
3792,Bronx,406.0,406.0,5456.265988115879,,774.0,low_vegetation
3793,Bronx,7003.0,7003.0,46890.90315598524,,774.0,low_vegetation
3794,Bronx,634.0,634.0,8034.012776730817,,774.0,low_vegetation
3795,Bronx,720.0,720.0,7497.240985846162,,774.0,low_vegetation
3796,Bronx,990.0,990.0,30018.33916729031,,774.0,low_vegetation
3797,Bronx,723.0,723.0,13208.172333605202,,774.0,low_vegetation
3798,Bronx,471.0,471.0,19050.215873993744,,774.0,low_vegetation
3799,Bronx,2847.0,2847.0,38449.04053773652,,774.0,low_vegetation
3800,Bronx,253.0,253.0,656.6781528660001,,774.0,low_vegetation
3801,Bronx,1263.0,1263.0,59800.734837978096,,774.0,low_vegetation
3802,Bronx,2173.0,2173.0,22573.370004673347,,774.0,low_vegetation
3803,Bronx,9903.0,9903.0,104250.39707370684,,774.0,low_vegetation
3804,Bronx,981.0,981.0,18704.703682519063,,774.0,low_vegetation
3805,Bronx,1614.0,1614.0,51860.39661865111,,774.0,low_vegetation
3806,Bronx,0.0,0.0,938.2795342559396,,774.0,low_vegetation
3807,Bronx,1646.0,1646.0,58773.06703236377,,774.0,low_vegetation
3808,Bronx,3985.0,3985.0,45883.35607360992,,774.0,low_vegetation
3809,Bronx,2240.0,2240.0,63302.6779338235,,774.0,low_vegetation
3810,Bronx,414.0,414.0,15696.416431432675,,774.0,low_vegetation
3811,Bronx,47.0,47.0,10781.738048580415,,774.0,low_vegetation
3812,Bronx,9503.0,9503.0,63986.31527937282,,774.0,low_vegetation
3813,Bronx,182.0,182.0,44033.64958508873,,788.0,low_vegetation
3814,Bronx,252.0,252.0,60604.08048850287,,790.0,low_vegetation
3815,Bronx,280.0,280.0,38911.77538344946,,791.0,low_vegetation
3816,Bronx,197.0,197.0,2720.7806728279984,,814.0,low_vegetation
3817,Bronx,101.0,101.0,3338.401819948472,,815.0,low_vegetation
3818,Bronx,316.0,316.0,5389.934391434677,,859.0,low_vegetation
3819,Bronx,1756.0,1756.0,8218.821496609835,,867.0,low_vegetation
3820,Bronx,5161.0,5161.0,44962.5621949752,,877.0,low_vegetation
3821,Bronx,1182.0,1182.0,12020.393308062954,,878.0,low_vegetation
3822,Bronx,1413.0,1413.0,12397.275556933717,,881.0,low_vegetation
3823,Bronx,1065.0,1065.0,30805.32945710509,,886.0,low_vegetation
3824,Bronx,846.0,846.0,12156.480543288855,,886.0,low_vegetation
3825,Bronx,3932.0,3932.0,26707.810779231004,,886.0,low_vegetation
3826,Bronx,2285.0,2285.0,21780.582615061787,,886.0,low_vegetation
3827,Bronx,867.0,867.0,10417.749821994948,,887.0,low_vegetation
3828,Bronx,108.0,108.0,4474.174511117483,,891.0,low_vegetation
3829,Bronx,166.0,166.0,4511.331513283021,,892.0,low_vegetation
3830,Bronx,390.0,390.0,7261.474879358408,,893.0,low_vegetation
3831,Bronx,790.0,790.0,34833.32036365421,,894.0,low_vegetation
3832,Bronx,531.0,531.0,19837.56452383897,,895.0,low_vegetation
3833,Bronx,1125.0,1125.0,41628.00886395272,,896.0,low_vegetation
3834,Bronx,24.0,24.0,3996.329037398685,,897.0,low_vegetation
3835,Bronx,969.0,969.0,5017.345930354698,,898.0,low_vegetation
3836,Bronx,0.0,0.0,2416.1629402198573,,899.0,low_vegetation
3837,Bronx,37.0,37.0,4771.706240518812,,902.0,low_vegetation
3838,Bronx,2250.0,2250.0,32138.79253110793,,905.0,low_vegetation
3839,Bronx,1302.0,1302.0,63422.98204122087,,906.0,low_vegetation
3840,Bronx,289.0,289.0,29495.9192064378,,914.0,low_vegetation
3841,Bronx,838.0,838.0,10631.906580858526,,931.0,low_vegetation
3842,Bronx,2124.0,2124.0,7566.486384910795,,980.0,low_vegetation
3843,Bronx,1852.0,1852.0,49146.0316929331,,1007.0,low_vegetation
3844,Bronx,2868.0,2868.0,45028.97500411401,,1007.0,low_vegetation
3845,Bronx,656.0,656.0,13873.405861347905,,1007.0,low_vegetation
3846,Bronx,257.0,257.0,17361.097954426208,,1007.0,low_vegetation
3847,Bronx,2904.0,2904.0,44918.47577565557,,1007.0,low_vegetation
3848,Bronx,3858.0,3858.0,38558.23756935464,,1007.0,low_vegetation
3849,Bronx,0.0,0.0,2438.1505999640094,,1007.0,low_vegetation
3850,Bronx,51.0,51.0,19263.58135523737,,1007.0,low_vegetation
3851,Bronx,115.0,115.0,7520.536358982862,,1007.0,low_vegetation
3852,Bronx,7.0,7.0,8192.024953484328,,1007.0,low_vegetation
3853,Bronx,0.0,0.0,4699.515233928713,,1007.0,low_vegetation
3854,Bronx,0.0,0.0,798.146658751366,,1007.0,low_vegetation
3855,Bronx,470.0,470.0,13868.820661848731,,1007.0,low_vegetation
3856,Bronx,2676.0,2676.0,65149.21143210385,,1007.0,low_vegetation
3857,Bronx,4767.0,4767.0,72569.0469749353,,1007.0,low_vegetation
3858,Bronx,24179.0,24179.0,511887.87827697775,,1007.0,low_vegetation
3859,Bronx,47913.0,47913.0,476187.6840319191,,1007.0,low_vegetation
3860,Bronx,855.0,855.0,16117.7383961441,,1007.0,low_vegetation
3861,Bronx,297.0,297.0,8618.581687100013,,1007.0,low_vegetation
3862,Bronx,2687.0,2687.0,19816.928649668545,,1007.0,low_vegetation
3863,Bronx,4529.0,4529.0,94327.1145328939,,1007.0,low_vegetation
3864,Bronx,678.0,678.0,6911.10716639194,,1007.0,low_vegetation
3865,Bronx,4795.0,4795.0,68816.0133578463,,1007.0,low_vegetation
3866,Bronx,1750.0,1750.0,72580.62985278292,,1007.0,low_vegetation
3867,Bronx,381.0,381.0,22482.037248643373,,1007.0,low_vegetation
3868,Bronx,880.0,880.0,24285.615150263795,,1007.0,low_vegetation
3869,Bronx,274.0,274.0,5835.107301937326,,1007.0,low_vegetation
3870,Bronx,922.0,922.0,4500.12489653791,,1007.0,low_vegetation
3871,Bronx,593.0,593.0,18520.27609089193,,1007.0,low_vegetation
3872,Bronx,0.0,0.0,9029.702583413646,,1007.0,low_vegetation
3873,Bronx,584.0,584.0,30971.070939172023,,1007.0,low_vegetation
3874,Bronx,457.0,457.0,40424.48717478337,,1007.0,low_vegetation
3875,Bronx,1665.0,1665.0,101954.33147386168,,1007.0,low_vegetation
3876,Bronx,338.0,338.0,6538.852608390359,,1007.0,low_vegetation
3877,Bronx,0.0,0.0,19203.08708653253,,1007.0,low_vegetation
3878,Bronx,19481.0,19481.0,163327.4315087116,,1007.0,low_vegetation
3879,Bronx,70001.0,70001.0,552855.4510564039,,1007.0,low_vegetation
3880,Bronx,477.0,477.0,15916.45387868268,,1007.0,low_vegetation
3881,Bronx,1465.0,1465.0,9296.931719882525,,1007.0,low_vegetation
3882,Bronx,3991.0,3991.0,62736.33631031999,,1007.0,low_vegetation
3883,Bronx,441.0,441.0,2319.02630490293,,1007.0,low_vegetation
3884,Bronx,1907.0,1907.0,61720.7584002827,,1007.0,low_vegetation
3885,Bronx,1331.0,1331.0,69642.52454998992,,1007.0,low_vegetation
3886,Bronx,2511.0,2511.0,71152.86265056732,,1007.0,low_vegetation
3887,Bronx,0.0,0.0,27.448104350489643,,1007.0,low_vegetation
3888,Bronx,1377.0,1377.0,45138.49654831819,,1007.0,low_vegetation
3889,Bronx,2087.0,2087.0,38467.03530098148,,1007.0,low_vegetation
3890,Bronx,14816.0,14816.0,110063.58621362348,,1007.0,low_vegetation
3891,Bronx,1040.0,1040.0,29892.6377748244,,1007.0,low_vegetation
3892,Bronx,10568.0,10568.0,96971.14463093528,,1007.0,low_vegetation
3893,Bronx,2600.0,2600.0,48884.73784056125,,1007.0,low_vegetation
3894,Bronx,0.0,0.0,2996.759822549231,,1007.0,low_vegetation
3895,Bronx,3261.0,3261.0,70388.67125159936,,1007.0,low_vegetation
3896,Bronx,62829.0,62829.0,373433.9177458946,,1007.0,low_vegetation
3897,Bronx,3732.0,3732.0,54321.87915675663,,1007.0,low_vegetation
3898,Bronx,22640.0,22640.0,146436.74080159765,,1007.0,low_vegetation
3899,Bronx,1200.0,1200.0,24053.17641352488,,1007.0,low_vegetation
3900,Bronx,713.0,713.0,42600.21236352929,,1007.0,low_vegetation
3901,Bronx,0.0,0.0,0.0295073006263639,,1007.0,low_vegetation
3902,Bronx,0.0,0.0,9128.815235485195,,1007.0,low_vegetation
3903,Bronx,4358.0,4358.0,40408.00658214542,,1007.0,low_vegetation
3904,Bronx,3683.0,3683.0,27906.11499612381,,1007.0,low_vegetation
3905,Bronx,2840.0,2840.0,22950.24315305365,,1007.0,low_vegetation
3906,Bronx,9152.0,9152.0,129312.33630383962,,1007.0,low_vegetation
3907,Bronx,1923.0,1923.0,23205.00786539693,,1007.0,low_vegetation
3908,Bronx,5930.0,5930.0,87786.05064185814,,1007.0,low_vegetation
3909,Bronx,3066.0,3066.0,32861.45951108903,,1007.0,low_vegetation
3910,Bronx,0.0,0.0,5039.982256131732,,1007.0,low_vegetation
3911,Bronx,63699.0,63699.0,368898.3622200133,,1007.0,low_vegetation
3912,Bronx,75433.0,75433.0,281282.0284870789,,1007.0,low_vegetation
3913,Bronx,798.0,798.0,5119.166145235155,,1018.0,low_vegetation
3914,Bronx,1353.0,1353.0,56458.363611871886,,1020.0,low_vegetation
3915,Bronx,269.0,269.0,3080.787198227157,,1021.0,low_vegetation
3916,Bronx,490.0,490.0,11891.029946217472,,1022.0,low_vegetation
3917,Bronx,277.0,277.0,2347.281552578276,,1023.0,low_vegetation
3918,Bronx,938.0,938.0,15226.186797107435,,1024.0,low_vegetation
3919,Bronx,958.0,958.0,5088.726820955268,,1025.0,low_vegetation
3920,Bronx,3768.0,3768.0,24385.49805868799,,1026.0,low_vegetation
3921,Bronx,2769.0,2769.0,34798.58008101762,,1026.0,low_vegetation
3922,Bronx,96.0,96.0,1966.148967977128,,1059.0,low_vegetation
3923,Bronx,170.0,170.0,2532.869428092572,,1060.0,low_vegetation
3924,Bronx,8.0,8.0,14297.68612272968,,1074.0,low_vegetation
3925,Bronx,300.0,300.0,4847.239399623849,,1076.0,low_vegetation
3926,Bronx,1177.0,1177.0,7186.317048316425,,1077.0,low_vegetation
